Drift,pc1,pc2,pc3,pc4,pv1,pv2,pv3,pv4,MasaPropia,Px
0.006074298298955408,0.25,0.25,0.25,0.25,0.4,0.2,0.6,0.2,7860.0,62443.39568044922
0.004565156957805168,0.25,0.25,0.25,0.25,0.4,0.2,0.6,0.4,8640.0,64815.2412431836
0.004353563922942228,0.25,0.25,0.25,0.25,0.4,0.2,0.6,0.6,9420.0,67187.08680591796
0.004334438085071691,0.25,0.25,0.25,0.25,0.4,0.4,0.2,0.2,7080.0,60071.55011771484
0.003538038236374871,0.25,0.25,0.25,0.25,0.4,0.4,0.2,0.4,7860.0,62443.39568044922
0.003464017082894563,0.25,0.25,0.25,0.25,0.4,0.4,0.2,0.6,8640.0,64815.2412431836
0.0044417871562487605,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.2,7860.0,62443.39568044922
0.003672426832643309,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.4,8640.0,64815.2412431836
0.0035878157226777166,0.25,0.25,0.25,0.25,0.4,0.4,0.4,0.6,9420.0,67187.08680591796
0.004565156957805168,0.25,0.25,0.25,0.25,0.4,0.4,0.6,0.2,8640.0,64815.2412431836
0.003806815428911748,0.25,0.25,0.25,0.25,0.4,0.4,0.6,0.4,9420.0,67187.08680591796
0.003711762376598935,0.25,0.25,0.25,0.25,0.4,0.4,0.6,0.6,10200.0,69558.93236865234
0.004198881645778919,0.25,0.25,0.25,0.25,0.4,0.6,0.2,0.2,7860.0,62443.39568044922
0.003464017082894563,0.25,0.25,0.25,0.25,0.4,0.6,0.2,0.4,8640.0,64815.2412431836
0.0033954876290682354,0.25,0.25,0.25,0.25,0.4,0.6,0.2,0.6,9420.0,67187.08680591796
0.00426645933399504,0.25,0.25,0.25,0.25,0.4,0.6,0.4,0.2,8640.0,64815.2412431836
0.0035878157226777166,0.25,0.25,0.25,0.25,0.4,0.6,0.4,0.4,9420.0,67187.08680591796
0.0035153554883428782,0.25,0.25,0.25,0.25,0.4,0.6,0.4,0.6,10200.0,69558.93236865234
0.004353563922942228,0.25,0.25,0.25,0.25,0.4,0.6,0.6,0.2,9420.0,67187.08680591796
0.003711762376598935,0.25,0.25,0.25,0.25,0.4,0.6,0.6,0.4,10200.0,69558.93236865234
0.0036352233476175206,0.25,0.25,0.25,0.25,0.4,0.6,0.6,0.6,10980.0,71930.77793138672
0.005843572578323063,0.25,0.25,0.25,0.25,0.6,0.2,0.2,0.2,7080.0,60071.55011771484
0.004460881033115253,0.25,0.25,0.25,0.25,0.6,0.2,0.2,0.4,7860.0,62443.39568044922
0.00428954055682353,0.25,0.25,0.25,0.25,0.6,0.2,0.2,0.6,8640.0,64815.2412431836
0.006074298298955407,0.25,0.25,0.25,0.25,0.6,0.2,0.4,0.2,7860.0,62443.39568044922
0.004565156957805168,0.25,0.25,0.25,0.25,0.6,0.2,0.4,0.4,8640.0,64815.2412431836
0.004353563922942228,0.25,0.25,0.25,0.25,0.6,0.2,0.4,0.6,9420.0,67187.08680591796
0.0063050240195877535,0.25,0.25,0.25,0.25,0.6,0.2,0.6,0.2,8640.0,64815.2412431836
0.004685475480241637,0.25,0.25,0.25,0.25,0.6,0.2,0.6,0.4,9420.0,67187.08680591796
0.004437098808877112,0.25,0.25,0.25,0.25,0.6,0.2,0.6,0.6,10200.0,69558.93236865234
0.004460881033115253,0.25,0.25,0.25,0.25,0.6,0.4,0.2,0.2,7860.0,62443.39568044922
0.003672426832643309,0.25,0.25,0.25,0.25,0.6,0.4,0.2,0.4,8640.0,64815.2412431836
0.00358830865494748,0.25,0.25,0.25,0.25,0.6,0.4,0.2,0.6,9420.0,67187.08680591796
0.004565156957805168,0.25,0.25,0.25,0.25,0.6,0.4,0.4,0.2,8640.0,64815.2412431836
0.003806815428911748,0.25,0.25,0.25,0.25,0.6,0.4,0.4,0.4,9420.0,67187.08680591796
0.003711762376598935,0.25,0.25,0.25,0.25,0.6,0.4,0.4,0.6,10200.0,69558.93236865234
0.004685475480241637,0.25,0.25,0.25,0.25,0.6,0.4,0.6,0.2,9420.0,67187.08680591796
0.003941204025180189,0.25,0.25,0.25,0.25,0.6,0.4,0.6,0.4,10200.0,69558.93236865234
0.00383538612707442,0.25,0.25,0.25,0.25,0.6,0.4,0.6,0.6,10980.0,71930.77793138672
0.00428954055682353,0.25,0.25,0.25,0.25,0.6,0.6,0.2,0.2,8640.0,64815.2412431836
0.003588308654947479,0.25,0.25,0.25,0.25,0.6,0.6,0.2,0.4,9420.0,67187.08680591796
0.0035153554883428782,0.25,0.25,0.25,0.25,0.6,0.6,0.2,0.6,10200.0,69558.93236865234
0.004353563922942228,0.25,0.25,0.25,0.25,0.6,0.6,0.4,0.2,9420.0,67187.08680591796
0.003711762376598935,0.25,0.25,0.25,0.25,0.6,0.6,0.4,0.4,10200.0,69558.93236865234
0.0036352233476175206,0.25,0.25,0.25,0.25,0.6,0.6,0.4,0.6,10980.0,71930.77793138672
0.004437098808877112,0.25,0.25,0.25,0.25,0.6,0.6,0.6,0.2,10200.0,69558.93236865234
0.00383538612707442,0.25,0.25,0.25,0.25,0.6,0.6,0.6,0.4,10980.0,71930.77793138672
0.003755091206892161,0.25,0.25,0.25,0.25,0.6,0.6,0.6,0.6,11760.0,74302.6234941211
0.003631478809251848,0.25,0.25,0.25,0.45,0.2,0.2,0.2,0.2,6000.0,56787.4562616211
0.002960503371676953,0.25,0.25,0.25,0.45,0.2,0.2,0.2,0.4,6780.0,59159.30182435546
0.002721720911493459,0.25,0.25,0.25,0.45,0.2,0.2,0.2,0.6,7560.0,61531.14738708984
0.0037602703725635863,0.25,0.25,0.25,0.45,0.2,0.2,0.4,0.2,6780.0,59159.30182435546
0.0030283432193260375,0.25,0.25,0.25,0.45,0.2,0.2,0.4,0.4,7560.0,61531.14738708984
0.0027564087476920664,0.25,0.25,0.25,0.45,0.2,0.2,0.4,0.6,8340.0,63902.99294982421
0.0039054811329831177,0.25,0.25,0.25,0.45,0.2,0.2,0.6,0.2,7560.0,61531.14738708984
0.0031240667613046088,0.25,0.25,0.25,0.45,0.2,0.2,0.6,0.4,8340.0,63902.99294982421
0.0028224921071748933,0.25,0.25,0.25,0.45,0.2,0.2,0.6,0.6,9120.0,66274.8385125586
0.0028714660892778733,0.25,0.25,0.25,0.45,0.2,0.4,0.2,0.2,6780.0,59159.30182435546
0.002366857729517208,0.25,0.25,0.25,0.45,0.2,0.4,0.2,0.4,7560.0,61531.14738708984
0.0021780097724882876,0.25,0.25,0.25,0.45,0.2,0.4,0.2,0.6,8340.0,63902.99294982421
0.002951721139978498,0.25,0.25,0.25,0.45,0.2,0.4,0.4,0.2,7560.0,61531.14738708984
0.0024448834697534515,0.25,0.25,0.25,0.45,0.2,0.4,0.4,0.4,8340.0,63902.99294982421
0.0022470647373235087,0.25,0.25,0.25,0.45,0.2,0.4,0.4,0.6,9120.0,66274.8385125586
0.0030330958268391327,0.25,0.25,0.25,0.45,0.2,0.4,0.6,0.2,8340.0,63902.99294982421
0.002528957788084228,0.25,0.25,0.25,0.45,0.2,0.4,0.6,0.4,9120.0,66274.8385125586
0.0023243841791653424,0.25,0.25,0.25,0.45,0.2,0.4,0.6,0.6,9900.0,68646.68407529297
0.002804103241564333,0.25,0.25,0.25,0.45,0.2,0.6,0.2,0.2,7560.0,61531.14738708984
0.0023104956780421386,0.25,0.25,0.25,0.45,0.2,0.6,0.2,0.4,8340.0,63902.99294982421
0.0021218391400427247,0.25,0.25,0.25,0.45,0.2,0.6,0.2,0.6,9120.0,66274.8385125586
0.002859732027211082,0.25,0.25,0.25,0.45,0.2,0.6,0.4,0.2,8340.0,63902.99294982421
0.0023790082933691356,0.25,0.25,0.25,0.45,0.2,0.6,0.4,0.4,9120.0,66274.8385125586
0.0021879925925362216,0.25,0.25,0.25,0.45,0.2,0.6,0.4,0.6,9900.0,68646.68407529297
0.0029127571496876375,0.25,0.25,0.25,0.45,0.2,0.6,0.6,0.2,9120.0,66274.8385125586
0.0024499424269744273,0.25,0.25,0.25,0.45,0.2,0.6,0.6,0.4,9900.0,68646.68407529297
0.0022590617084544103,0.25,0.25,0.25,0.45,0.2,0.6,0.6,0.6,10680.0,71018.52963802734
0.0037477692397126735,0.25,0.25,0.25,0.45,0.4,0.2,0.2,0.2,6780.0,59159.30182435546
0.002979143079477802,0.25,0.25,0.25,0.45,0.4,0.2,0.2,0.4,7560.0,61531.14738708984
0.0027152846998532,0.25,0.25,0.25,0.45,0.4,0.2,0.2,0.6,8340.0,63902.99294982421
0.0038638676259070354,0.25,0.25,0.25,0.45,0.4,0.2,0.4,0.2,7560.0,61531.14738708984
0.003024516761921984,0.25,0.25,0.25,0.45,0.4,0.2,0.4,0.4,8340.0,63902.99294982421
0.002722510351698809,0.25,0.25,0.25,0.45,0.4,0.2,0.4,0.6,9120.0,66274.8385125586
0.004004429294501017,0.25,0.25,0.25,0.45,0.4,0.2,0.6,0.2,8340.0,63902.99294982421
0.0031124449218888025,0.25,0.25,0.25,0.45,0.4,0.2,0.6,0.4,9120.0,66274.8385125586
0.002779386810563976,0.25,0.25,0.25,0.45,0.4,0.2,0.6,0.6,9900.0,68646.68407529297
0.002973855736832657,0.25,0.25,0.25,0.45,0.4,0.4,0.2,0.2,7560.0,61531.14738708984
0.0024441970039232887,0.25,0.25,0.25,0.45,0.4,0.4,0.2,0.4,8340.0,63902.99294982421
0.0022390914945055822,0.25,0.25,0.25,0.45,0.4,0.4,0.2,0.6,9120.0,66274.8385125586
0.0030490070856472873,0.25,0.25,0.25,0.45,0.4,0.4,0.4,0.2,8340.0,63902.99294982421
0.00251259171227563,0.25,0.25,0.25,0.45,0.4,0.4,0.4,0.4,9120.0,66274.8385125586
0.002294575953188152,0.25,0.25,0.25,0.45,0.4,0.4,0.4,0.6,9900.0,68646.68407529297
0.003126540086254927,0.25,0.25,0.25,0.45,0.4,0.4,0.6,0.2,9120.0,66274.8385125586
0.002592624538589428,0.25,0.25,0.25,0.45,0.4,0.4,0.6,0.4,9900.0,68646.68407529297
0.002366544176514724,0.25,0.25,0.25,0.45,0.4,0.4,0.6,0.6,10680.0,71018.52963802734
0.002891277080431032,0.25,0.25,0.25,0.45,0.4,0.6,0.2,0.2,8340.0,63902.99294982421
0.002389162719568028,0.25,0.25,0.25,0.45,0.4,0.6,0.2,0.4,9120.0,66274.8385125586
0.002187162379487457,0.25,0.25,0.25,0.45,0.4,0.6,0.2,0.6,9900.0,68646.68407529297
0.002943005169422566,0.25,0.25,0.25,0.45,0.4,0.6,0.4,0.2,9120.0,66274.8385125586
0.002450443188761626,0.25,0.25,0.25,0.45,0.4,0.6,0.4,0.4,9900.0,68646.68407529297
0.002243032187208527,0.25,0.25,0.25,0.45,0.4,0.6,0.4,0.6,10680.0,71018.52963802734
0.0029925281096634007,0.25,0.25,0.25,0.45,0.4,0.6,0.6,0.2,9900.0,68646.68407529297
0.0025179772863622783,0.25,0.25,0.25,0.45,0.4,0.6,0.6,0.4,10680.0,71018.52963802734
0.0023099162061694344,0.25,0.25,0.25,0.45,0.4,0.6,0.6,0.6,11460.0,73390.37520076174
0.0038868985105957854,0.25,0.25,0.25,0.45,0.6,0.2,0.2,0.2,7560.0,61531.14738708984
0.003038637836685627,0.25,0.25,0.25,0.45,0.6,0.2,0.2,0.4,8340.0,63902.99294982421
0.00275162599975264,0.25,0.25,0.25,0.45,0.6,0.2,0.2,0.6,9120.0,66274.8385125586
0.003999918265702741,0.25,0.25,0.25,0.45,0.6,0.2,0.4,0.2,8340.0,63902.99294982421
0.003078683948251524,0.25,0.25,0.25,0.45,0.6,0.2,0.4,0.4,9120.0,66274.8385125586
0.0027520173278351013,0.25,0.25,0.25,0.45,0.6,0.2,0.4,0.6,9900.0,68646.68407529297
0.0041392482221839725,0.25,0.25,0.25,0.45,0.6,0.2,0.6,0.2,9120.0,66274.8385125586
0.0031636462721653983,0.25,0.25,0.25,0.45,0.6,0.2,0.6,0.4,9900.0,68646.68407529297
0.002805085121827477,0.25,0.25,0.25,0.45,0.6,0.2,0.6,0.6,10680.0,71018.52963802734
0.00307936394590936,0.25,0.25,0.25,0.45,0.6,0.4,0.2,0.2,8340.0,63902.99294982421
0.0025298728213414413,0.25,0.25,0.25,0.45,0.6,0.4,0.2,0.4,9120.0,66274.8385125586
0.0023107089521341943,0.25,0.25,0.25,0.45,0.6,0.4,0.2,0.6,9900.0,68646.68407529297
0.0031515731128575254,0.25,0.25,0.25,0.45,0.6,0.4,0.4,0.2,9120.0,66274.8385125586
0.0025951854568350566,0.25,0.25,0.25,0.45,0.6,0.4,0.4,0.4,9900.0,68646.68407529297
0.0023616705961585827,0.25,0.25,0.25,0.45,0.6,0.4,0.4,0.6,10680.0,71018.52963802734
0.003226828689724464,0.25,0.25,0.25,0.45,0.6,0.4,0.6,0.2,9900.0,68646.68407529297
0.0026739056505258488,0.25,0.25,0.25,0.45,0.6,0.4,0.6,0.4,10680.0,71018.52963802734
0.002431730987287759,0.25,0.25,0.25,0.45,0.6,0.4,0.6,0.6,11460.0,73390.37520076174
0.0029805092772443053,0.25,0.25,0.25,0.45,0.6,0.6,0.2,0.2,9120.0,66274.8385125586
0.002472954965938095,0.25,0.25,0.25,0.45,0.6,0.6,0.2,0.4,9900.0,68646.68407529297
0.0022593631849851057,0.25,0.25,0.25,0.45,0.6,0.6,0.2,0.6,10680.0,71018.52963802734
0.0030294159748634228,0.25,0.25,0.25,0.45,0.6,0.6,0.4,0.2,9900.0,68646.68407529297
0.002531520623190492,0.25,0.25,0.25,0.45,0.6,0.6,0.4,0.4,10680.0,71018.52963802734
0.002311514941579522,0.25,0.25,0.25,0.45,0.6,0.6,0.4,0.6,11460.0,73390.37520076174
0.0030764332116032214,0.25,0.25,0.25,0.45,0.6,0.6,0.6,0.2,10680.0,71018.52963802734
0.002597623094564653,0.25,0.25,0.25,0.45,0.6,0.6,0.6,0.4,11460.0,73390.37520076174
0.002376794301525187,0.25,0.25,0.25,0.45,0.6,0.6,0.6,0.6,12240.0,75762.2207634961
0.002570358453659703,0.25,0.25,0.25,0.65,0.2,0.2,0.2,0.2,6480.0,58247.05353099609
0.002362324049672158,0.25,0.25,0.25,0.65,0.2,0.2,0.2,0.4,7260.0,60618.89909373046
0.002216659342731182,0.25,0.25,0.25,0.65,0.2,0.2,0.2,0.6,8040.0,62990.74465646485
0.0026157264906709592,0.25,0.25,0.25,0.65,0.2,0.2,0.4,0.2,7260.0,60618.89909373046
0.002389002444090296,0.25,0.25,0.25,0.65,0.2,0.2,0.4,0.4,8040.0,62990.74465646485
0.0022277592866585478,0.25,0.25,0.25,0.65,0.2,0.2,0.4,0.6,8820.0,65362.590219199206
0.00269607486111172,0.25,0.25,0.25,0.65,0.2,0.2,0.6,0.2,8040.0,62990.74465646485
0.002451045326985655,0.25,0.25,0.25,0.65,0.2,0.2,0.6,0.4,8820.0,65362.590219199206
0.0022741429345773806,0.25,0.25,0.25,0.65,0.2,0.2,0.6,0.6,9600.0,67734.4357819336
0.0020310412384062708,0.25,0.25,0.25,0.65,0.2,0.4,0.2,0.2,7260.0,60618.89909373046
0.001877049381216804,0.25,0.25,0.25,0.65,0.2,0.4,0.2,0.4,8040.0,62990.74465646485
0.0017606174452627112,0.25,0.25,0.25,0.65,0.2,0.4,0.2,0.6,8820.0,65362.590219199206
0.0020881165501092313,0.25,0.25,0.25,0.65,0.2,0.4,0.4,0.2,8040.0,62990.74465646485
0.001928085422865597,0.25,0.25,0.25,0.65,0.2,0.4,0.4,0.4,8820.0,65362.590219199206
0.0018057252260765132,0.25,0.25,0.25,0.65,0.2,0.4,0.4,0.6,9600.0,67734.4357819336
0.002154944972169404,0.25,0.25,0.25,0.65,0.2,0.4,0.6,0.2,8820.0,65362.590219199206
0.0019903646859256515,0.25,0.25,0.25,0.65,0.2,0.4,0.6,0.4,9600.0,67734.4357819336
0.0018627461952444857,0.25,0.25,0.25,0.65,0.2,0.4,0.6,0.6,10380.0,70106.28134466798
0.0019753871497566315,0.25,0.25,0.25,0.65,0.2,0.6,0.2,0.2,8040.0,62990.74465646485
0.0018234040601548672,0.25,0.25,0.25,0.65,0.2,0.6,0.2,0.4,8820.0,65362.590219199206
0.0017061494100212527,0.25,0.25,0.25,0.65,0.2,0.6,0.2,0.6,9600.0,67734.4357819336
0.0020243800928132186,0.25,0.25,0.25,0.65,0.2,0.6,0.4,0.2,8820.0,65362.590219199206
0.0018703977723885273,0.25,0.25,0.25,0.65,0.2,0.6,0.4,0.4,9600.0,67734.4357819336
0.0017503716872967032,0.25,0.25,0.25,0.65,0.2,0.6,0.4,0.6,10380.0,70106.28134466798
0.0020782648817595124,0.25,0.25,0.25,0.65,0.2,0.6,0.6,0.2,9600.0,67734.4357819336
0.0019241257902787203,0.25,0.25,0.25,0.65,0.2,0.6,0.6,0.4,10380.0,70106.28134466798
0.0018022816816247688,0.25,0.25,0.25,0.65,0.2,0.6,0.6,0.6,11160.0,72478.12690740237
0.002585464177790188,0.25,0.25,0.25,0.65,0.4,0.2,0.2,0.2,7260.0,60618.89909373046
0.002334616070783777,0.25,0.25,0.25,0.65,0.4,0.2,0.2,0.4,8040.0,62990.74465646485
0.0021749938084507266,0.25,0.25,0.25,0.65,0.4,0.2,0.2,0.6,8820.0,65362.590219199206
0.002601457272456599,0.25,0.25,0.25,0.65,0.4,0.2,0.4,0.2,8040.0,62990.74465646485
0.0023272182250870348,0.25,0.25,0.25,0.65,0.4,0.2,0.4,0.4,8820.0,65362.590219199206
0.0021487193738093592,0.25,0.25,0.25,0.65,0.4,0.2,0.4,0.6,9600.0,67734.4357819336
0.0026716538087743725,0.25,0.25,0.25,0.65,0.4,0.2,0.6,0.2,8820.0,65362.590219199206
0.002376540400396441,0.25,0.25,0.25,0.65,0.4,0.2,0.6,0.4,9600.0,67734.4357819336
0.0021807962247528193,0.25,0.25,0.25,0.65,0.4,0.2,0.6,0.6,10380.0,70106.28134466798
0.002085017840891375,0.25,0.25,0.25,0.65,0.4,0.4,0.2,0.2,8040.0,62990.74465646485
0.0019172368125959871,0.25,0.25,0.25,0.65,0.4,0.4,0.2,0.4,8820.0,65362.590219199206
0.0017906946713070436,0.25,0.25,0.25,0.65,0.4,0.4,0.2,0.6,9600.0,67734.4357819336
0.0021256172380160433,0.25,0.25,0.25,0.65,0.4,0.4,0.4,0.2,8820.0,65362.590219199206
0.0019483367823532008,0.25,0.25,0.25,0.65,0.4,0.4,0.4,0.4,9600.0,67734.4357819336
0.0018128775491510856,0.25,0.25,0.25,0.65,0.4,0.4,0.4,0.6,10380.0,70106.28134466798
0.0021850645121901185,0.25,0.25,0.25,0.65,0.4,0.4,0.6,0.2,9600.0,67734.4357819336
0.0020020452112464275,0.25,0.25,0.25,0.65,0.4,0.4,0.6,0.4,10380.0,70106.28134466798
0.0018599108740632849,0.25,0.25,0.25,0.65,0.4,0.4,0.6,0.6,11160.0,72478.12690740237
0.002028256990219978,0.25,0.25,0.25,0.65,0.4,0.6,0.2,0.2,8820.0,65362.590219199206
0.001869479392905168,0.25,0.25,0.25,0.65,0.4,0.6,0.2,0.4,9600.0,67734.4357819336
0.0017438790052331716,0.25,0.25,0.25,0.65,0.4,0.6,0.2,0.6,10380.0,70106.28134466798
0.0020638902301243086,0.25,0.25,0.25,0.65,0.4,0.6,0.4,0.2,9600.0,67734.4357819336
0.0019001817905118048,0.25,0.25,0.25,0.65,0.4,0.6,0.4,0.4,10380.0,70106.28134466798
0.0017692660348753411,0.25,0.25,0.25,0.65,0.4,0.6,0.4,0.6,11160.0,72478.12690740237
0.002111460097347876,0.25,0.25,0.25,0.65,0.4,0.6,0.6,0.2,10380.0,70106.28134466798
0.0019467451776416216,0.25,0.25,0.25,0.65,0.4,0.6,0.6,0.4,11160.0,72478.12690740237
0.001812883888265496,0.25,0.25,0.25,0.65,0.4,0.6,0.6,0.6,11940.0,74849.97247013671
0.002660281974616007,0.25,0.25,0.25,0.65,0.6,0.2,0.2,0.2,8040.0,62990.74465646485
0.00236892652523238,0.25,0.25,0.25,0.65,0.6,0.2,0.2,0.4,8820.0,65362.590219199206
0.00219339162598804,0.25,0.25,0.25,0.65,0.6,0.2,0.2,0.6,9600.0,67734.4357819336
0.0026684913820489205,0.25,0.25,0.25,0.65,0.6,0.2,0.4,0.2,8820.0,65362.590219199206
0.002352989551901169,0.25,0.25,0.25,0.65,0.6,0.2,0.4,0.4,9600.0,67734.4357819336
0.0021575887865192367,0.25,0.25,0.25,0.65,0.6,0.2,0.4,0.6,10380.0,70106.28134466798
0.0027357234743659305,0.25,0.25,0.25,0.65,0.6,0.2,0.6,0.2,9600.0,67734.4357819336
0.002398202320264052,0.25,0.25,0.25,0.65,0.6,0.2,0.6,0.4,10380.0,70106.28134466798
0.0021847227253957175,0.25,0.25,0.25,0.65,0.6,0.2,0.6,0.6,11160.0,72478.12690740237
0.002157473891051619,0.25,0.25,0.25,0.65,0.6,0.4,0.2,0.2,8820.0,65362.590219199206
0.001977737828931904,0.25,0.25,0.25,0.65,0.6,0.4,0.2,0.4,9600.0,67734.4357819336
0.0018416351870000852,0.25,0.25,0.25,0.65,0.6,0.4,0.2,0.6,10380.0,70106.28134466798
0.0021924209924878988,0.25,0.25,0.25,0.65,0.6,0.4,0.4,0.2,9600.0,67734.4357819336
0.002002312217427911,0.25,0.25,0.25,0.65,0.6,0.4,0.4,0.4,10380.0,70106.28134466798
0.0018560611240532345,0.25,0.25,0.25,0.65,0.6,0.4,0.4,0.6,11160.0,72478.12690740237
0.0022492963326419774,0.25,0.25,0.25,0.65,0.6,0.4,0.6,0.2,10380.0,70106.28134466798
0.0020531990487440296,0.25,0.25,0.25,0.65,0.6,0.4,0.6,0.4,11160.0,72478.12690740237
0.001899553112397424,0.25,0.25,0.25,0.65,0.6,0.4,0.6,0.6,11940.0,74849.97247013671
0.00209417489788854,0.25,0.25,0.25,0.65,0.6,0.6,0.2,0.2,9600.0,67734.4357819336
0.0019300056232083797,0.25,0.25,0.25,0.65,0.6,0.6,0.2,0.4,10380.0,70106.28134466798
0.0017965450607091067,0.25,0.25,0.25,0.65,0.6,0.6,0.2,0.6,11160.0,72478.12690740237
0.002124730911376171,0.25,0.25,0.25,0.65,0.6,0.6,0.4,0.2,10380.0,70106.28134466798
0.001954858244581353,0.25,0.25,0.25,0.65,0.6,0.6,0.4,0.4,11160.0,72478.12690740237
0.0018149829385673071,0.25,0.25,0.25,0.65,0.6,0.6,0.4,0.6,11940.0,74849.97247013671
0.0021696810244653075,0.25,0.25,0.25,0.65,0.6,0.6,0.6,0.2,11160.0,72478.12690740237
0.001998725729001532,0.25,0.25,0.25,0.65,0.6,0.6,0.6,0.4,11940.0,74849.97247013671
0.001855386704314807,0.25,0.25,0.25,0.65,0.6,0.6,0.6,0.6,12720.0,77221.81803287107
0.0036314788092518487,0.25,0.25,0.45,0.25,0.2,0.2,0.2,0.2,6000.0,56787.4562616211
0.002871466089277874,0.25,0.25,0.45,0.25,0.2,0.2,0.2,0.4,6780.0,59159.30182435546
0.0028041032415643302,0.25,0.25,0.45,0.25,0.2,0.2,0.2,0.6,7560.0,61531.14738708984
0.003760270372563588,0.25,0.25,0.45,0.25,0.2,0.2,0.4,0.2,6780.0,59159.30182435546
0.0029517211399785,0.25,0.25,0.45,0.25,0.2,0.2,0.4,0.4,7560.0,61531.14738708984
0.002859732027211081,0.25,0.25,0.45,0.25,0.2,0.2,0.4,0.6,8340.0,63902.99294982421
0.003905481132983119,0.25,0.25,0.45,0.25,0.2,0.2,0.6,0.2,7560.0,61531.14738708984
0.003033095826839134,0.25,0.25,0.45,0.25,0.2,0.2,0.6,0.4,8340.0,63902.99294982421
0.002912757149687636,0.25,0.25,0.45,0.25,0.2,0.2,0.6,0.6,9120.0,66274.8385125586
0.002960503371676945,0.25,0.25,0.45,0.25,0.2,0.4,0.2,0.2,6780.0,59159.30182435546
0.002366857729517208,0.25,0.25,0.45,0.25,0.2,0.4,0.2,0.4,7560.0,61531.14738708984
0.0023104956780421538,0.25,0.25,0.45,0.25,0.2,0.4,0.2,0.6,8340.0,63902.99294982421
0.0030283432193260297,0.25,0.25,0.45,0.25,0.2,0.4,0.4,0.2,7560.0,61531.14738708984
